,object_id,taxonomy,name
54820,88475,event,Single Release
54822,88479,event,Single Release
54824,88482,event,Single Release
54826,88485,event,Single Release
54828,88488,event,Single Release
54833,88498,event,Album Release
54843,88505,event,Interview
54847,88507,event,Interview
54860,88515,event,Music Performance
54861,88515,event,TV Appearance
54889,88538,event,Interview
54896,88545,event,Interview
54900,88547,event,Interview
54954,88589,event,Death
54958,88593,event,Interview
54962,88597,event,Interview
54964,88599,event,Interview
54966,88601,event,Interview
54968,88605,event,Interview
54971,88608,event,Interview
54977,88614,event,Interview
54979,88616,event,Interview
54981,88619,event,Interview
54983,88622,event,Interview
54986,88627,event,Magazine Cover
54989,88629,event,Interview
54992,88631,event,Interview
54995,88634,event,Interview
54997,88637,event,Interview
54999,88641,event,Interview
55001,88643,event,Interview
55005,88645,event,Interview
55007,88646,event,Interview
55011,88648,event,Interview
55017,88654,event,Makes Statement
55020,88655,event,Marriage
55027,88661,event,Makes Statement
55030,88662,event,Interview
55039,88667,event,Interview
55041,88673,event,Interview
55050,88680,event,Interview
55054,88686,event,Interview
55060,88695,event,Accusation
55072,88714,event,Single Release
55074,88719,event,Single Release
55077,88723,event,Single Release
55081,88731,event,Single Release
55084,88735,event,Single Release
55086,88737,event,Interview
55089,88739,event,Single Release
55092,88747,event,Single Release
55094,88750,event,Single Release
55096,88753,event,Magazine Cover
55098,88756,event,Single Release
55100,88759,event,Single Release
55103,88763,event,Single Release
55105,88768,event,Single Release
55107,88771,event,Single Release
55108,88771,event,Music Video
55112,88775,event,Single Release
55115,88785,event,Single Release
55118,88789,event,Single Release
55121,88792,event,Single Release
55124,88797,event,Single Release
55126,88803,event,Single Release
55128,88806,event,Single Release
55131,88815,event,Magazine Cover
55133,88816,event,Magazine Cover
55137,88821,event,Magazine Cover
55140,88823,event,Magazine Cover
55143,88830,event,Magazine Cover
55145,88831,event,Magazine Cover
55148,88835,event,Magazine Cover
55150,88838,event,Magazine Cover
55154,88839,event,Interview
55156,88842,event,Magazine Cover
55159,88850,event,Magazine Cover
55161,88851,event,Magazine Cover
55163,88857,event,Magazine Cover
55165,88858,event,Magazine Cover
55167,88862,event,Magazine Cover
55169,88864,event,Magazine Cover
55171,88869,event,Magazine Cover
55173,88870,event,Magazine Cover
55175,88873,event,Magazine Cover
55177,88878,event,Magazine Cover
55179,88880,event,Magazine Cover
55181,88884,event,Magazine Cover
55183,88886,event,Magazine Cover
55187,88893,event,Magazine Cover
55189,88894,event,Magazine Cover
55191,88898,event,Magazine Cover
55193,88900,event,Magazine Cover
55195,88904,event,Magazine Cover
55197,88906,event,Magazine Cover
55199,88910,event,Magazine Cover
55206,88950,event,Interview
55209,88954,event,Interview
55223,88977,event,Interview
55227,88989,event,Interview
55230,88994,event,Interview
55233,89000,event,Interview
55239,89014,event,Single Release
55242,89021,event,Single Release
55246,89028,event,Single Release
55251,89034,event,Single Release
55253,89040,event,Single Release
55261,89047,event,Single Release
55283,89078,event,Interview
55288,89083,event,Interview
55293,89085,event,Single Release
55297,89089,event,Single Release
55299,89096,event,Single Release
55301,89099,event,Single Release
55305,89102,event,Single Release
55310,89107,event,Single Release
55313,89128,event,Interview
55317,89133,event,Single Release
55319,89140,event,Single Release
55322,89145,event,Makes Statement
55324,89148,event,Single Release
55326,89149,event,Magazine Cover
55330,89157,event,Single Release
55335,89164,event,Single Release
55338,89172,event,Single Release
55344,89197,event,Accusation
55346,89208,event,Dropped from Team
55355,89219,event,Single Release
55357,89260,event,Appearance Cancellation
55363,89267,event,Accusation
55366,89271,event,Files Suit
55393,89316,event,Interview
55399,89322,event,Music Performance
55400,89322,event,TV Appearance
55406,89325,event,Announcement
55408,89327,event,Makes Statement
55419,89335,event,Interview
55429,89342,event,Interview
55442,89356,event,Interview
55450,89365,event,Interview
55454,89368,event,Interview
55462,89375,event,Interview
55466,89380,event,Interview
55469,89381,event,Interview
55472,89385,event,Single Release
55478,89389,event,Interview
55481,89394,event,Interview
55484,89398,event,Interview
55499,89410,event,Interview
55507,89415,event,Interview
55512,89420,event,Interview
55514,89421,event,Single Release
55517,89426,event,Single Release
55521,89427,event,Interview
55524,89431,event,Single Release
55527,89437,event,Single Release
55529,89444,event,Single Release
55532,89448,event,Single Release
55535,89452,event,Single Release
55537,89456,event,Single Release
55540,89459,event,Interview
55546,89461,event,Interview
55550,89465,event,Announcement
55555,89501,event,Single Release
55557,89506,event,Single Release
55560,89507,event,Music Performance
55561,89507,event,TV Appearance
55564,89511,event,Single Release
55566,89515,event,Single Release
55570,89516,event,Apology
55572,89521,event,Single Release
55574,89523,event,Single Release
55576,89528,event,Single Release
55581,89533,event,Single Release
55583,89539,event,Single Release
55589,89556,event,Single Release
55592,89562,event,Single Release
55595,89567,event,Single Release
55605,89582,event,Magazine Cover
55607,89584,event,Magazine Cover
55609,89586,event,Magazine Cover
55611,89590,event,Interview
55614,89591,event,Magazine Cover
55616,89594,event,Magazine Cover
55618,89597,event,Magazine Cover
55620,89600,event,Magazine Cover
55622,89608,event,Magazine Cover
55624,89609,event,Magazine Cover
55626,89614,event,Magazine Cover
55628,89616,event,Magazine Cover
55633,89623,event,Magazine Cover
55635,89625,event,Magazine Cover
55641,89631,event,Magazine Cover
55646,89634,event,Magazine Cover
55648,89637,event,Magazine Cover
55650,89641,event,Magazine Cover
55653,89643,event,Magazine Cover
55656,89647,event,Magazine Cover
55660,89649,event,Interview
55665,89653,event,Magazine Cover
55667,89657,event,Magazine Cover
55669,89659,event,Magazine Cover
55679,89669,event,Magazine Cover
55681,89675,event,Magazine Cover
55686,89677,event,Magazine Cover
55688,89680,event,Magazine Cover
55690,89683,event,Magazine Cover
55695,89688,event,Magazine Cover
55698,89691,event,Magazine Cover
55700,89696,event,Magazine Cover
55702,89699,event,Magazine Cover
55704,89704,event,Magazine Cover
55706,89706,event,Magazine Cover
55708,89709,event,Magazine Cover
55710,89713,event,Magazine Cover
55713,89715,event,Magazine Cover
55715,89718,event,Magazine Cover
55718,89725,event,Accusation
55722,89727,event,Makes Statement
55744,89776,event,Announcement
55789,89840,event,Magazine Cover
55796,89856,event,Arrest
55807,89879,event,Accusation
55810,89880,event,Interview
55813,89882,event,Interview
55817,89888,event,Interview
55819,89891,event,Arrest
55832,89924,event,Magazine Cover
55835,89925,event,Single Release
55839,89933,event,Single Release
55841,89936,event,Single Release
55844,89951,event,Single Release
55847,89952,event,Makes Statement
55850,89973,event,Single Release
55852,89974,event,Magazine Cover
55857,89981,event,Single Release
55859,89985,event,Single Release
55861,89991,event,Single Release
55864,89994,event,Single Release
55866,89998,event,Single Release
55868,90001,event,Single Release
55870,90004,event,Single Release
55874,90008,event,Interview
55887,90017,event,Accusation
55943,90085,event,Interview
55970,90135,event,Single Release
55974,90143,event,Single Release
55976,90147,event,Single Release
55979,90153,event,Single Release
55983,90158,event,Single Release
55985,90161,event,Single Release
55988,90167,event,Single Release
55990,90173,event,Single Release
55993,90179,event,Single Release
55996,90181,event,Marriage
55998,90183,event,Single Release
56000,90188,event,Single Release
56003,90193,event,Single Release
56005,90199,event,Single Release
56007,90204,event,Single Release
56009,90208,event,Single Release
56012,90212,event,Single Release
56015,90217,event,Single Release
56017,90221,event,Single Release
56022,90226,event,Single Release
56026,90233,event,Single Release
56031,90238,event,Single Release
56037,90254,event,Single Release
56040,90255,event,Play/Show Appearance
56041,90255,event,Standup
56043,90258,event,Single Release
56046,90263,event,Single Release
56048,90267,event,Single Release
56051,90270,event,Single Release
56055,90271,event,Donation
56058,90274,event,Single Release
56062,90280,event,Single Release
56066,90288,event,Makes Statement
56097,90343,event,Ad Appearance
56121,90370,event,Interview
56125,90372,event,Interview
56161,90401,event,Announcement
56207,90449,event,Accusation
56209,90453,event,Makes Statement
56211,90456,event,Interview
56215,90459,event,Interview
56221,90466,event,Makes Statement
56224,90472,event,Interview
56226,90475,event,Gives Talk
56229,90482,event,Interview
56232,90484,event,Interview
56235,90490,event,Appearance Cancellation
56240,90495,event,Single Release
56243,90501,event,Interview
56245,90509,event,Single Release
56248,90510,event,Interview
56251,90515,event,Single Release
56255,90516,event,Interview
56257,90524,event,Single Release
56262,90530,event,Single Release
56265,90534,event,Single Release
56270,90538,event,Single Release
56273,90544,event,Single Release
56277,90551,event,Single Release
56282,90560,event,Single Release
56285,90566,event,Single Release
56288,90569,event,Single Release
56291,90575,event,Single Release
56295,90583,event,Single Release
56298,90608,event,Single Release
56301,90615,event,Single Release
56303,90618,event,Single Release
56306,90621,event,Single Release
56308,90629,event,Single Release
56310,90633,event,Single Release
56313,90636,event,Single Release
56316,90639,event,Announcement
56319,90648,event,Makes Statement
56321,90651,event,Birth
56324,90663,event,Death
56329,90672,event,Interview
56331,90676,event,Interview
56334,90680,event,Interview
56337,90687,event,Interview
56339,90690,event,Interview
56343,90696,event,Interview
56346,90699,event,Interview
56348,90701,event,Magazine Cover
56356,90713,event,Interview
56370,90752,event,Death
56374,90754,event,Makes Statement
56377,90758,event,Death
56381,90760,event,Wins Sport Event
56388,90763,event,Wins Sport Event
56393,90765,event,Wins Sport Event
56397,90768,event,Wins Sport Event
56402,90771,event,Wins Sport Event
56406,90773,event,Wins Sport Event
56411,90775,event,Wins Sport Event
56417,90778,event,TV Appearance
56420,90779,event,Marriage
56423,90781,event,Interview
56426,90783,event,Interview
56430,90789,event,Announcement
56433,90792,event,Makes Statement
56448,90802,event,Interview
56453,90805,event,Wins Sport Event
56459,90807,event,Wins Sport Event
56461,90809,event,Interview
56466,90812,event,Announcement
56469,90814,event,Interview
56472,90818,event,Interview
56474,90819,event,Interview
56478,90821,event,Announcement
56481,90823,event,Announcement
56484,90825,event,Interview
56488,90832,event,Announcement
56491,90834,event,Single Release
56495,90836,event,Wins Sport Event
56499,90838,event,Wins Sport Event
56503,90841,event,Wins Sport Event
56508,90844,event,Single Release
56512,90846,event,Wins Sport Event
56514,90855,event,Single Release
56516,90859,event,Single Release
56520,90870,event,Single Release
56524,90871,event,Wins Sport Event
56528,90874,event,Wins Sport Event
56530,90879,event,Single Release
56536,90881,event,Wins Sport Event
56538,90885,event,Single Release
56543,90888,event,Wins Sport Event
56547,90894,event,Wins Sport Event
56549,90897,event,Single Release
56553,90899,event,Wins Sport Event
56559,90902,event,Wins Sport Event
56561,90909,event,Single Release
56565,90910,event,Wins Sport Event
56569,90912,event,Wins Sport Event
56571,90915,event,Single Release
56575,90917,event,Wins Sport Event
56579,90919,event,Wins Sport Event
56583,90921,event,Wins Sport Event
56587,90924,event,Wins Sport Event
56591,90926,event,Wins Sport Event
56595,90929,event,Wins Sport Event
56599,90933,event,Wins Sport Event
56603,90936,event,Single Release
56607,90937,event,Wins Sport Event
56613,90939,event,Wins Sport Event
56617,90942,event,Wins Sport Event
56621,90947,event,Wins Sport Event
56624,90951,event,Single Release
56628,90952,event,Wins Sport Event
56630,90955,event,Single Release
56634,90957,event,Wins Sport Event
56636,90961,event,Single Release
56639,90965,event,Single Release
56642,90969,event,Single Release
56644,90973,event,Single Release
56646,90979,event,Single Release
56648,90982,event,Single Release
56650,90987,event,Single Release
56652,90992,event,Magazine Cover
56655,90995,event,Magazine Cover
56657,91006,event,Magazine Cover
56659,91008,event,Magazine Cover
56661,91020,event,Magazine Cover
56664,91023,event,Magazine Cover
56666,91024,event,Interview
56668,91027,event,Magazine Cover
56670,91031,event,Magazine Cover
56672,91037,event,Magazine Cover
56675,91040,event,Magazine Cover
56677,91045,event,Magazine Cover
56679,91046,event,Magazine Cover
56681,91051,event,Magazine Cover
56683,91052,event,Magazine Cover
56685,91056,event,Magazine Cover
56687,91058,event,Magazine Cover
56690,91061,event,Magazine Cover
56695,91071,event,Interview
56697,91073,event,Interview
56699,91076,event,Interview
56707,91085,event,Interview
56713,91088,event,Interview
56715,91091,event,Interview
56718,91093,event,Interview
56720,91095,event,Interview
56744,91120,event,Interview
56748,91196,event,Interview
56752,91200,event,Interview
56761,91213,event,Interview
56772,91225,event,Wins Sport Event
56775,91227,event,TV Appearance
56779,91229,event,Wins Sport Event
56783,91232,event,Wins Sport Event
56789,91234,event,Wins Sport Event
56796,91237,event,Wins Sport Event
56800,91240,event,Wins Sport Event
56804,91242,event,Wins Sport Event
56808,91244,event,Wins Sport Event
56814,91246,event,Wins Sport Event
56819,91248,event,Wins Sport Event
56823,91252,event,Wins Sport Event
56827,91255,event,Wins Sport Event
56831,91258,event,Wins Sport Event
56835,91260,event,Wins Sport Event
56838,91265,event,Hired
56842,91268,event,TV Appearance
56843,91268,event,Wins Sport Event
56846,91269,event,Accusation
56850,91271,event,Wins Sport Event
56865,91276,event,Wins Sport Event
56869,91278,event,Wins Sport Event
56873,91280,event,Wins Sport Event
56879,91282,event,Wins Sport Event
56883,91283,event,Marriage
56887,91285,event,Wins Sport Event
56900,91317,event,Judgement
56907,91323,event,Announcement
56910,91328,event,Accusation
56913,91329,event,Makes Statement
56918,91333,event,Announcement
56922,91338,event,Announcement
56925,91340,event,Accusation
56928,91344,event,Accusation
56931,91350,event,Interview
56937,91383,event,Single Release
56939,91388,event,Single Release
56943,91389,event,Birth
56945,91393,event,Single Release
56948,91402,event,Single Release
56950,91405,event,Single Release
56952,91408,event,Single Release
56955,91413,event,Single Release
56957,91417,event,Single Release
56960,91422,event,Single Release
56966,91426,event,Single Release
56968,91432,event,Single Release
56972,91435,event,Single Release
56980,91444,event,Single Release
56982,91455,event,Single Release
56996,91478,event,Magazine Cover
57002,91494,event,Magazine Cover
57005,91495,event,Magazine Cover
57007,91499,event,Magazine Cover
57009,91502,event,Magazine Cover
57029,91548,event,Interview
57034,91556,event,Interview
57061,91575,event,Wins Sport Event
57065,91577,event,Wins Sport Event
57069,91579,event,Wins Sport Event
57074,91582,event,Wins Sport Event
57082,91585,event,Wins Sport Event
57086,91588,event,Wins Sport Event
57090,91590,event,Wins Sport Event
57094,91592,event,Wins Sport Event
57098,91594,event,Interview
57102,91596,event,Wins Sport Event
57108,91598,event,Wins Sport Event
57113,91601,event,Wins Sport Event
57127,91619,event,Wins Sport Event
57132,91622,event,Wins Sport Event
57138,91625,event,Wins Sport Event
57142,91627,event,Wins Sport Event
57146,91629,event,Wins Sport Event
57152,91631,event,Wins Sport Event
57158,91634,event,Wins Sport Event
57162,91637,event,Wins Sport Event
57166,91639,event,Wins Sport Event
57170,91641,event,Wins Sport Event
57173,91643,event,Makes Statement
57177,91644,event,Wins Sport Event
57181,91646,event,Wins Sport Event
57185,91648,event,Wins Sport Event
57189,91650,event,Wins Sport Event
57194,91655,event,Makes Statement
57199,91664,event,Single Release
57201,91667,event,Single Release
57203,91670,event,Death
57204,91670,event,Single Release
57206,91673,event,Single Release
57209,91678,event,Single Release
57211,91681,event,Single Release
57214,91685,event,Single Release
57216,91690,event,Single Release
57219,91693,event,Single Release
57222,91694,event,Death
57234,91719,event,Single Release
57246,91738,event,Single Release
57254,91753,event,Single Release
57266,91778,event,Single Release
57271,91799,event,Single Release
57279,91809,event,Single Release
57288,91820,event,Interview
57291,91828,event,Single Release
57294,91832,event,Single Release
57296,91835,event,Single Release
57299,91844,event,Single Release
57303,91846,event,Single Release
57305,91851,event,Single Release
57310,91854,event,Single Release
57313,91859,event,Single Release
57317,91867,event,Single Release
57320,91874,event,Single Release
57335,91901,event,Interview
57355,91971,event,Birth
57383,92071,event,Apology
57386,92075,event,Interview
57406,92104,event,Fundraising
57409,92108,event,Birth
57412,92114,event,Marriage
57416,92121,event,TV Appearance
57417,92121,event,Wins Sport Event
57421,92123,event,Wins Sport Event
57425,92125,event,Wins Sport Event
57428,92127,event,Interview
57431,92130,event,Interview
57437,92140,event,Interview
57443,92148,event,Interview
57446,92150,event,Announcement
57449,92153,event,Announcement
57451,92155,event,Announcement
57455,92157,event,Announcement
57460,92169,event,Interview
57463,92173,event,Interview
57466,92175,event,Interview
57469,92177,event,Interview
57472,92179,event,Interview
57480,92188,event,Interview
57485,92193,event,Interview
57488,92195,event,Interview
57491,92197,event,Interview
57494,92199,event,Interview
57500,92205,event,Interview
57505,92214,event,Music Performance
57506,92214,event,TV Appearance
57511,92220,event,Interview
57514,92222,event,Interview
57517,92224,event,Interview
57520,92226,event,Interview
57523,92228,event,Interview
57529,92280,event,Interview
57531,92282,event,Interview
57533,92285,event,Interview
57535,92287,event,Interview
57537,92290,event,Interview
57539,92293,event,Interview
57542,92296,event,Interview
57544,92298,event,Interview
57546,92300,event,Interview
57548,92302,event,Interview
57550,92304,event,Interview
57556,92320,event,Interview
57559,92323,event,Interview
57567,92326,event,Wins Sport Event
57571,92329,event,Wins Sport Event
57576,92332,event,Wins Sport Event
57580,92334,event,Wins Sport Event
57584,92336,event,Wins Sport Event
57588,92338,event,Wins Sport Event
57592,92341,event,Wins Sport Event
57596,92343,event,Wins Sport Event
57601,92350,event,Interview
57603,92354,event,Interview
57605,92358,event,Interview
57607,92361,event,Interview
57609,92364,event,Interview
57615,92371,event,Interview
57617,92373,event,Interview
57624,92378,event,Death
57635,92387,event,Announcement
57640,92403,event,Interview
57642,92405,event,Interview
57647,92409,event,Interview
57649,92412,event,Interview
57651,92415,event,Interview
57674,92471,event,Single Release
57677,92473,event,Single Release
57680,92477,event,Single Release
57683,92481,event,Single Release
57684,92481,event,Music Video
57689,92487,event,Single Release
57691,92490,event,Single Release
57694,92493,event,Single Release
57697,92497,event,Single Release
57699,92502,event,Single Release
57702,92505,event,Single Release
57705,92508,event,Single Release
57708,92511,event,Single Release
57711,92514,event,Single Release
57714,92518,event,Single Release
57716,92523,event,Single Release
57720,92526,event,Single Release
57723,92532,event,Single Release
57725,92535,event,Single Release
57728,92538,event,Single Release
57731,92542,event,Single Release
57747,92578,event,Death
57757,92586,event,Files Suit
57784,92614,event,Single Release
57787,92619,event,Single Release
57789,92622,event,Single Release
57791,92626,event,Single Release
57794,92629,event,Single Release
57796,92632,event,Single Release
57800,92635,event,Single Release
57803,92638,event,Single Release
57806,92641,event,Single Release
57808,92644,event,Single Release
57810,92648,event,Single Release
57812,92663,event,Single Release
57814,92666,event,Single Release
57817,92671,event,Single Release
57820,92674,event,Single Release
57822,92679,event,Single Release
57825,92682,event,Single Release
57829,92685,event,Single Release
57831,92688,event,Single Release
57833,92691,event,Single Release
57836,92699,event,Magazine Cover
57839,92703,event,Magazine Cover
57841,92707,event,Magazine Cover
57843,92709,event,Magazine Cover
57846,92715,event,Magazine Cover
57848,92720,event,Magazine Cover
57850,92721,event,Magazine Cover
57852,92727,event,Magazine Cover
57858,92756,event,Hired
57867,92777,event,Single Release
57870,92778,event,Marriage
57874,92787,event,Single Release
57876,92792,event,Single Release
57878,92795,event,Single Release
57884,92804,event,Single Release
57888,92808,event,Single Release
57891,92814,event,Single Release
57894,92819,event,Single Release
57897,92823,event,Single Release
57900,92827,event,Single Release
57902,92830,event,Single Release
57904,92833,event,Single Release
57906,92836,event,Single Release
57909,92840,event,Single Release
57913,92843,event,Single Release
57915,92848,event,Single Release
57918,92851,event,Single Release
57920,92854,event,Single Release
57923,92857,event,Single Release
57925,92862,event,Single Release
57928,92871,event,Music Performance
57929,92871,event,TV Appearance
57931,92873,event,Magazine Cover
57936,92879,event,Magazine Cover
57939,92884,event,Magazine Cover
57942,92889,event,Magazine Cover
57944,92891,event,Magazine Cover
57948,92899,event,Magazine Cover
57951,92900,event,Magazine Cover
57953,92905,event,Interview
57955,92908,event,Magazine Cover
57957,92909,event,Magazine Cover
57964,92949,event,Music Performance
57965,92949,event,TV Appearance
57967,92952,event,Music Performance
57968,92952,event,TV Appearance
57975,92959,event,Music Performance
57976,92959,event,TV Appearance
57981,92964,event,Music Performance
57982,92964,event,TV Appearance
57985,92967,event,Music Performance
57986,92967,event,TV Appearance
57988,92969,event,Birth
57992,92974,event,Music Performance
57993,92974,event,TV Appearance
57995,92976,event,Birth
58000,92983,event,Birth
58002,92987,event,Birth
58004,92990,event,Birth
58009,92994,event,Birth
58011,92996,event,Birth
58013,92998,event,Birth
58016,93003,event,Birth
58019,93008,event,Birth
58023,93014,event,Birth
58026,93018,event,Birth
58029,93021,event,Interview
58032,93024,event,Interview
58035,93026,event,Interview
58037,93028,event,Birth
58041,93031,event,Birth
58050,93041,event,Magazine Cover
58057,93054,event,Single Release
58059,93056,event,Magazine Cover
58061,93059,event,Single Release
58063,93064,event,Single Release
58066,93069,event,Single Release
58068,93072,event,Single Release
58071,93076,event,Single Release
58073,93077,event,Magazine Cover
58076,93082,event,Single Release
58080,93086,event,Music Performance
58081,93086,event,TV Appearance
58084,93093,event,Single Release
58087,93094,event,Interview
58090,93098,event,Single Release
58095,93102,event,Single Release
58098,93109,event,Single Release
58100,93112,event,Single Release
58106,93115,event,Interview
58109,93120,event,Single Release
58112,93128,event,Single Release
58118,93129,event,Interview
58120,93134,event,Single Release
58126,93136,event,Interview
58133,93146,event,Single Release
58136,93148,event,Single Release
58139,93152,event,Single Release
58142,93155,event,Single Release
58145,93159,event,Single Release
58151,93170,event,Interview
58153,93171,event,Interview
58155,93174,event,Interview
58157,93178,event,Interview
58160,93182,event,Interview
58164,93186,event,Music Performance
58165,93186,event,TV Appearance
58167,93187,event,Magazine Cover
58169,93190,event,Magazine Cover
58171,93191,event,Magazine Cover
58173,93195,event,Magazine Cover
58176,93197,event,Magazine Cover
58178,93202,event,Magazine Cover
58181,93208,event,Magazine Cover
58184,93214,event,Magazine Cover
58186,93216,event,Magazine Cover
58189,93222,event,Magazine Cover
58191,93227,event,Magazine Cover
58194,93233,event,Magazine Cover
58196,93234,event,Magazine Cover
58198,93238,event,Magazine Cover
58200,93240,event,Magazine Cover
58202,93244,event,Magazine Cover
58204,93247,event,Magazine Cover
58207,93249,event,Hired
58208,93249,event,Resignation
58210,93251,event,Magazine Cover
58212,93255,event,Magazine Cover
58231,93319,event,Interview
58241,93369,event,Terror Incident
58246,93386,event,Interview
58248,93387,event,Album Release
58252,93394,event,Album Release
58256,93396,event,Announcement
58260,93400,event,Announcement
58265,93402,event,Announcement
58270,93407,event,Birth
58272,93410,event,Birth
58275,93414,event,Birth
58278,93417,event,Magazine Cover
58280,93419,event,Birth
58282,93421,event,Birth
58284,93423,event,Birth
58286,93426,event,Birth
58288,93430,event,Birth
58290,93432,event,Birth
58292,93435,event,Birth
58294,93437,event,Birth
58300,93442,event,Birth
58302,93444,event,Birth
58304,93448,event,Birth
58306,93452,event,Birth
58308,93454,event,Birth
58310,93457,event,Birth
58313,93458,event,Interview
58315,93460,event,Birth
58317,93464,event,Birth
58322,93465,event,Interview
58326,93471,event,Interview
58329,93474,event,Interview
58336,93486,event,Interview
58343,93499,event,Interview
58345,93500,event,Album Release
58347,93503,event,Music Performance
58348,93503,event,TV Appearance
58351,93508,event,Single Release
58355,93512,event,Music Performance
58356,93512,event,TV Appearance
58362,93526,event,Music Performance
58363,93526,event,TV Appearance
58366,93528,event,Death
58372,93540,event,Music Performance
58373,93540,event,TV Appearance
58376,93545,event,Music Performance
58377,93545,event,TV Appearance
58380,93553,event,Music Performance
58381,93553,event,TV Appearance
58384,93557,event,Music Performance
58385,93557,event,TV Appearance
58388,93560,event,Music Performance
58389,93560,event,TV Appearance
58392,93563,event,Music Performance
58393,93563,event,TV Appearance
58396,93567,event,Single Release
58398,93573,event,Single Release
58403,93577,event,Single Release
58407,93582,event,Single Release
58409,93585,event,Single Release
58411,93589,event,Single Release
58413,93592,event,Single Release
58415,93595,event,Single Release
58417,93598,event,Single Release
58419,93601,event,Single Release
58422,93605,event,Interview
58425,93608,event,Music Performance
58426,93608,event,TV Appearance
58430,93613,event,Makes Statement
58432,93617,event,Interview
58435,93618,event,Accusation
58455,93689,event,Engagement
58459,93693,event,Music Performance
58460,93693,event,TV Appearance
58463,93695,event,Music Performance
58464,93695,event,TV Appearance
58467,93697,event,Music Performance
58468,93697,event,TV Appearance
58471,93702,event,Music Performance
58472,93702,event,TV Appearance
58475,93704,event,Music Performance
58476,93704,event,TV Appearance
58479,93708,event,Music Performance
58480,93708,event,TV Appearance
58482,93709,event,Magazine Cover
58484,93712,event,Single Release
58486,93716,event,Single Release
58488,93719,event,Single Release
58490,93722,event,Single Release
58492,93725,event,Single Release
58494,93729,event,Single Release
58497,93733,event,Single Release
58499,93736,event,Single Release
58502,93742,event,Music Performance
58503,93742,event,TV Appearance
58506,93773,event,Single Release
58508,93777,event,Single Release
58510,93782,event,Single Release
58513,93786,event,Music Performance
58514,93786,event,TV Appearance
58517,93790,event,Music Performance
58518,93790,event,TV Appearance
58521,93795,event,Music Performance
58522,93795,event,TV Appearance
58525,93799,event,Music Performance
58526,93799,event,TV Appearance
58529,93805,event,Music Performance
58530,93805,event,TV Appearance
58533,93806,event,Music Performance
58534,93806,event,TV Appearance
58537,93816,event,Music Performance
58538,93816,event,TV Appearance
58541,93820,event,Music Performance
58542,93820,event,TV Appearance
58544,93821,event,Single Release
58546,93824,event,Single Release
58548,93828,event,Single Release
58552,93829,event,Music Performance
58553,93829,event,TV Appearance
58556,93835,event,Music Performance
58557,93835,event,TV Appearance
58562,93860,event,Birth
58575,93873,event,Music Performance
58576,93873,event,TV Appearance
58579,93875,event,Music Performance
58580,93875,event,TV Appearance
58584,93877,event,Accusation
58587,93881,event,Music Performance
58588,93881,event,TV Appearance
58592,93886,event,Makes Statement
58595,93888,event,Music Performance
58596,93888,event,TV Appearance
58599,93889,event,Interview
58603,93893,event,Makes Statement
58608,93898,event,Announcement
58611,93900,event,Interview
58615,93902,event,Accusation
58618,93903,event,Makes Statement
58620,93905,event,Interview
58622,93907,event,Announcement
58635,93918,event,Birth
58637,93920,event,Birth
58639,93922,event,Birth
58641,93924,event,Birth
58643,93926,event,Birth
58646,93929,event,Makes Statement
58650,93935,event,Music Performance
58651,93935,event,TV Appearance
58654,93938,event,Makes Statement
58657,93942,event,Music Performance
58658,93942,event,TV Appearance
58660,93943,event,Magazine Cover
58663,93949,event,Music Performance
58664,93949,event,TV Appearance
58666,93951,event,Birth
58668,93953,event,Birth
58670,93955,event,Birth
58672,93957,event,Birth
58674,93960,event,Birth
58677,93965,event,Birth
58680,93968,event,Birth
58682,93970,event,Birth
58684,93972,event,Birth
58686,93975,event,Birth
58689,93979,event,Music Performance
58690,93979,event,TV Appearance
58695,93986,event,Music Performance
58696,93986,event,TV Appearance
58699,93989,event,Music Performance
58700,93989,event,TV Appearance
58703,93998,event,Music Performance
58704,93998,event,TV Appearance
58707,94003,event,Music Performance
58708,94003,event,TV Appearance
58711,94007,event,Music Performance
58712,94007,event,TV Appearance
58716,94012,event,Music Performance
58717,94012,event,TV Appearance
58720,94018,event,Music Performance
58721,94018,event,TV Appearance
58724,94025,event,Music Performance
58725,94025,event,TV Appearance
58729,94047,event,Single Release
58732,94061,event,Marriage
58735,94068,event,Single Release
58737,94072,event,Single Release
58739,94075,event,Single Release
58741,94079,event,Single Release
58743,94082,event,Single Release
58745,94085,event,Single Release
58748,94090,event,Music Performance
58749,94090,event,TV Appearance
58751,94093,event,Single Release
58756,94101,event,Birth
58758,94103,event,Birth
58760,94105,event,Birth
58762,94107,event,Birth
58764,94109,event,Birth
58766,94111,event,Birth
58770,94114,event,Birth
58772,94116,event,Birth
58774,94119,event,Birth
58776,94122,event,Birth
58778,94125,event,Birth
58780,94127,event,Birth
58782,94129,event,Death
58785,94130,event,Accusation
58787,94132,event,Birth
58789,94134,event,Birth
58791,94137,event,Birth
58793,94139,event,Birth
58797,94142,event,Birth
58799,94144,event,Birth
58801,94146,event,Birth
58803,94149,event,Birth
58805,94151,event,Birth
58807,94153,event,Birth
58809,94155,event,Birth
58811,94157,event,Birth
58814,94159,event,Music Performance
58815,94159,event,TV Appearance
58818,94161,event,Music Performance
58819,94161,event,TV Appearance
58823,94167,event,Music Performance
58824,94167,event,TV Appearance
58827,94169,event,Birth
58834,94194,event,Accusation
58835,94194,event,Files Suit
58838,94223,event,Interview
