,object_id,taxonomy,name
7016,15587,event,Military Action
7022,15590,event,Interview
7045,15604,event,Death
7049,15605,event,Birth
7051,15606,event,Attend Event - Photocall
7058,15609,event,Divorce
7061,15611,event,Accusation
7064,15613,event,Interview
7067,15614,event,Interview
7070,15615,event,Interview
7073,15616,event,Interview
7076,15618,event,Interview
7079,15619,event,Interview
7083,15621,event,Interview
7086,15622,event,Interview
7089,15623,event,Interview
7091,15626,event,Announcement
7093,15627,event,Announcement
7095,15628,event,Announcement
7098,15629,event,Interview
7100,15630,event,Interview
7102,15631,event,Interview
7104,15632,event,Announcement
7106,15633,event,Music Performance
7107,15633,event,TV Appearance
7112,15637,event,Interview
7130,15668,event,Announcement
7136,15689,event,Interview
7143,15705,event,Announcement
7146,15708,event,Announcement
7160,15732,event,Acquisition
7163,15734,event,Interview
7169,15741,event,Marriage
7173,15744,event,Announcement
7176,15745,event,Romance
7178,15747,event,Gives Talk
7181,15748,event,Breakup
7184,15749,event,Announcement
7187,15750,event,Injury
7190,15751,event,TV Appearance
7191,15751,event,Interview
7194,15753,event,Announcement
7197,15755,event,Announcement
7199,15756,event,Gives Talk
7204,15760,event,Graduation
7206,15761,event,Graduation
7214,15774,event,Announcement
7219,15777,event,Romance
7223,15783,event,Marriage
7227,15787,event,Divorce
7229,15789,event,Announcement
7231,15805,event,Announcement
7237,15816,event,Injury
7243,15823,event,Arrest
7251,15828,event,Breakup
7254,15834,event,Makes Statement
7256,15839,event,Announcement
7260,15848,event,Birth
7263,15849,event,Divorce
7266,15860,event,Announcement
7275,15902,event,Interview
7277,15905,event,Interview
7283,15945,event,Announcement
7286,15957,event,Announcement
7289,15964,event,Marriage
7291,15968,event,Interview
7293,15978,event,Arrest
7295,15990,event,Birth
7299,16002,event,TV Appearance
7300,16002,event,Interview
7303,16003,event,TV Appearance
7304,16003,event,Interview
7307,16004,event,Interview
7314,16010,event,Announcement
7316,16011,event,Single Release
7327,16025,event,Announcement
7329,16028,event,Arrest
7330,16031,event,Announcement
7334,16033,event,Death
7338,16038,event,Marriage
7341,16040,event,Marriage
7345,16043,event,Arrest
7347,16045,event,Death
7351,16048,event,Death
7352,16048,event,Death Count
7354,16050,event,Death
7356,16052,event,Death
7357,16052,event,Death Count
7360,16055,event,Announcement
7363,16060,event,Announcement
7368,16065,event,Announcement
7370,16066,event,Gives Talk
7373,16069,event,Birth
7376,16078,event,Marriage
7378,16079,event,Arrest
7380,16081,event,Announcement
7384,16092,event,Interview
7389,16105,event,Announcement
7397,16112,event,Announcement
7400,16114,event,Marriage
7404,16117,event,Birth
7409,16128,event,Announcement
7413,16133,event,Death
7417,16141,event,TV Appearance
7418,16141,event,Interview
7422,16145,event,Announcement
7427,16153,event,Birth
7430,16155,event,Interview
7433,16160,event,Film Appearance
7435,16161,event,Marriage
7440,16166,event,Interview
7442,16168,event,Divorce
7448,16176,event,TV Appearance
7449,16176,event,Interview
7452,16187,event,Interview
7457,16190,event,Film Appearance
7462,16195,event,Interview
7465,16201,event,TV Appearance
7466,16201,event,Interview
7469,16210,event,Interview
7473,16212,event,TV Appearance
7474,16212,event,Interview
7477,16218,event,Interview
7481,16226,event,Interview
7486,16234,event,Interview
7489,16241,event,Single Release
7495,16259,event,IPO
7498,16260,event,Interview
7505,16267,event,Interview
7511,16271,event,Interview
7518,16277,event,Interview
7524,16302,event,Film Appearance
7527,16314,event,Birth
7529,16326,event,TV Appearance
7532,16339,event,Film Appearance
7535,16340,event,Announcement
7538,16346,event,Announcement
7540,16348,event,Film Appearance
7543,16350,event,Interview
7545,16352,event,TV Appearance
7551,16371,event,Film Appearance
7553,16373,event,Apology
7555,16374,event,Film Appearance
7565,16386,event,Hired
7570,16395,event,Announcement
7572,16402,event,Makes Statement
7577,16411,event,Announcement
7579,16412,event,Single Release
7582,16414,event,Marriage
7588,16426,event,Donation
7593,16432,event,Announcement
7595,16433,event,Announcement
7599,16436,event,Announcement
7601,16438,event,Rehab
7604,16446,event,Announcement
7608,16448,event,Casting
7612,16457,event,Interview
7615,16462,event,Announcement
7620,16476,event,TV Appearance
7623,16477,event,Announcement
7632,16494,event,Interview
7636,16497,event,Announces Tour
7645,16508,event,Birth
7652,16512,event,Death
7657,16516,event,Funeral
7664,16527,event,Death
7669,16534,event,Interview
7676,16541,event,Interview
7680,16545,event,Romance
7685,16549,event,Interview
7689,16554,event,Marriage
7692,16556,event,Interview
7695,16561,event,Announcement
7697,16563,event,Film Appearance
7699,16564,event,Founding
7701,16565,event,Announcement
7704,16576,event,Film Appearance
7711,16633,event,Film Appearance
7713,16635,event,Film Appearance
7715,16636,event,Film Appearance
7721,16643,event,Film Appearance
7723,16646,event,Film Appearance
7725,16647,event,Film Appearance
7727,16648,event,Film Appearance
7729,16649,event,Film Appearance
7739,16665,event,Announcement
7742,16670,event,Announcement
7747,16675,event,Film Appearance
7749,16677,event,Announcement
7753,16681,event,Film Appearance
7755,16682,event,Film Appearance
7761,16687,event,Casting
7763,16688,event,Birth
7765,16691,event,Announcement
7767,16692,event,Film Appearance
7772,16706,event,Interview
7774,16708,event,Appearance Cancellation
7777,16710,event,Death
7779,16711,event,Announcement
7782,16717,event,Interview
7785,16724,event,Interview
7787,16725,event,Interview
7789,16727,event,Interview
7794,16736,event,Announcement
7798,16737,event,Nomination
7807,16742,event,Film Appearance
7808,16742,event,Interview
7813,16746,event,Judgement
7816,16748,event,Gives Talk
7819,16752,event,Announcement
7822,16753,event,Arrest
7825,16755,event,Makes Statement
7826,16755,event,Interview
7828,16756,event,Makes Statement
7834,16762,event,Directs
7836,16763,event,Death
7838,16770,event,Interview
7839,16770,event,Magazine Cover
7841,16771,event,Birth
7843,16772,event,Birth
7847,16774,event,Engagement
7848,16774,event,Announcement
7850,16776,event,Marriage
7854,16778,event,Birth
7857,16780,event,Interview
7863,16783,event,Birth
7869,16789,event,Announcement
7871,16790,event,Directs
7874,16791,event,Marriage
7877,16792,event,Death
7878,16792,event,Announcement
7879,16792,event,Death Count
7881,16794,event,Announcement
7886,16801,event,Funeral
7888,16803,event,Death
7889,16803,event,Natural Disaster
7890,16803,event,Death Count
7894,16806,event,Birth
7902,16820,event,Announcement
7920,16836,event,Interview
7923,16840,event,Directs
7932,16844,event,Makes Statement
7944,16851,event,Directs
7948,16866,event,Directs
7954,16871,event,Directs
7959,16877,event,Hired
7960,16877,event,Announcement
7962,16884,event,Announcement
7963,16884,event,Album Release
7966,16888,event,Birth
7969,16896,event,Hired
7972,16902,event,Divorce
7975,16905,event,Directs
7977,16911,event,Directs
7979,16918,event,Directs
7985,16929,event,Directs
7987,16936,event,Directs
7990,16939,event,Directs
7994,16940,event,Judgement
7997,16944,event,Directs
7999,16946,event,TV Appearance
8001,16947,event,Single Release
8003,16950,event,Directs
8005,16952,event,Single Release
8007,16955,event,Directs
8009,16958,event,Directs
8011,16959,event,Film Appearance
8013,16967,event,Film Appearance
8017,16973,event,Directs
8019,16974,event,Directs
8022,16981,event,Directs
8026,16984,event,Directs
8030,16988,event,Film Appearance
8032,16990,event,Directs
8037,16995,event,Birth
8042,17001,event,Film Appearance
8054,17017,event,Illness
8065,17031,event,Announcement
8067,17032,event,Film Appearance
8069,17033,event,Trial
8071,17034,event,Film Appearance
8073,17035,event,Apology
8075,17036,event,Announcement
8078,17040,event,Film Appearance
8081,17042,event,Graduation
8083,17043,event,Film Appearance
8086,17045,event,Attends College
8099,17054,event,Writes Article
8109,17063,event,Single Release
8112,17064,event,Pregnancy
8120,17069,event,Film Appearance
8127,17075,event,Film Appearance
8130,17080,event,Writes Article
8132,17081,event,Film Appearance
8134,17087,event,Film Appearance
8136,17091,event,Film Appearance
8138,17093,event,Film Appearance
8142,17099,event,Announcement
8146,17106,event,Makes Statement
8150,17110,event,Announcement
8154,17116,event,Makes Statement
8156,17123,event,Interview
8158,17127,event,Announcement
8160,17128,event,Announcement
8163,17132,event,Romance
8166,17133,event,Romance
8168,17134,event,Directs
8171,17137,event,Directs
8173,17138,event,Single Release
8176,17142,event,Directs
8180,17147,event,Single Release
8182,17152,event,Directs
8184,17159,event,Directs
8186,17160,event,Book
8188,17162,event,Directs
8195,17174,event,Announcement
8198,17180,event,Directs
8200,17185,event,Directs
8204,17188,event,Directs
8206,17190,event,Directs
8208,17191,event,Single Release
8211,17197,event,Directs
8213,17200,event,Single Release
8216,17213,event,Single Release
8218,17223,event,Retirement
8220,17225,event,Single Release
8222,17232,event,Birth
8225,17239,event,Rehab
8228,17240,event,Breakup
8230,17244,event,Announcement
8232,17246,event,Single Release
8234,17249,event,Single Release
8236,17251,event,Attends College
8238,17252,event,Play/Show Appearance
8240,17256,event,Sentence
8250,17300,event,Announcement
8253,17311,event,Interview
8255,17312,event,Interview
8257,17318,event,Film Appearance
8259,17319,event,Film Appearance
8266,17322,event,Acquisition
8270,17325,event,Acquisition
8272,17326,event,Directs
8273,17326,event,Film Appearance
8284,17333,event,Death
8293,17339,event,Makes Statement
8294,17339,event,Announcement
8296,17340,event,Announcement
8300,17344,event,Announcement
8305,17347,event,Makes Statement
8307,17348,event,Announcement
8309,17350,event,Nomination
8311,17352,event,Arrest
8313,17353,event,Film Appearance
8316,17358,event,Announcement
8318,17361,event,Film Appearance
8320,17363,event,Announcement
8322,17369,event,Film Appearance
8324,17372,event,Announcement
8326,17373,event,Film Appearance
8328,17374,event,Film Appearance
8331,17376,event,Film Appearance
8333,17379,event,Birth
8336,17381,event,Film Appearance
8339,17383,event,Film Appearance
8341,17384,event,Film Appearance
8343,17387,event,Film Appearance
8345,17389,event,Film Appearance
8348,17393,event,Nomination
8350,17394,event,Film Appearance
8353,17398,event,Announcement
8355,17400,event,Film Appearance
8357,17402,event,Birth
8360,17405,event,Film Appearance
8368,17411,event,Announcement
8375,17420,event,Announcement
8380,17427,event,Announcement
8382,17430,event,Announcement
8386,17434,event,Announcement
8389,17445,event,Announcement
8391,17447,event,Announcement
8392,17449,event,Announcement
8396,17457,event,Announcement
8400,17459,event,Marriage
8410,17504,event,Directs
8412,17505,event,Directs
8414,17506,event,Directs
8416,17509,event,Directs
8418,17510,event,Directs
8420,17518,event,Directs
8424,17525,event,Directs
8426,17528,event,Directs
8428,17537,event,Directs
8430,17538,event,Directs
8437,17547,event,Film Appearance
8441,17551,event,Interview
8452,17567,event,Founding
8455,17571,event,Directs
8457,17574,event,Film Appearance
8458,17574,event,Interview
8460,17575,event,Directs
8462,17576,event,Directs
8464,17577,event,Directs
8466,17578,event,Announcement
8468,17579,event,Directs
8470,17583,event,Directs
8472,17584,event,Makes Statement
8473,17584,event,Interview
8475,17585,event,Directs
8477,17586,event,Directs
8488,17590,event,Directs
8493,17592,event,Directs
8495,17593,event,Directs
8497,17594,event,Directs
8499,17596,event,Announcement
8502,17597,event,Casting
8504,17598,event,Announcement
8507,17599,event,Makes Statement
8509,17600,event,Announcement
8513,17601,event,Announcement
8515,17602,event,Announcement
8519,17606,event,Announcement
8526,17643,event,Announcement
8528,17648,event,Announcement
8531,17659,event,Birth
8533,17660,event,Announcement
8535,17663,event,Birth
8537,17664,event,Announcement
8538,17665,event,Death
8543,17668,event,Announcement
8545,17670,event,Book
8547,17671,event,Home purchase/sale
8552,17680,event,Book
8556,17686,event,Book
8558,17689,event,Book
8560,17693,event,Joins Band
8562,17695,event,Birth
8564,17698,event,Book
8566,17700,event,Book
8573,17711,event,Nomination
8577,17717,event,Film Appearance
8578,17718,event,Death
8583,17745,event,Interview
8585,17747,event,Book
8587,17753,event,Book
8590,17760,event,Book
8593,17764,event,Interview
8595,17766,event,Interview
8598,17769,event,Interview
8600,17772,event,Book
8604,17774,event,Interview
8607,17775,event,Band Formed
8609,17783,event,Death
8613,17797,event,Film Appearance
8615,17803,event,Film Appearance
8622,17810,event,Acquisition
8676,17837,event,Announcement
8679,17838,event,Band Formed
8682,17841,event,Files Suit
8685,17844,event,Announcement
8689,17846,event,Death
8694,17848,event,Announcement
8707,17852,event,Band Formed
8709,17853,event,Announcement
8712,17854,event,Donation
8716,17856,event,Announcement
8721,17858,event,Marriage
8726,17863,event,Announcement
8729,17865,event,Interview
8731,17867,event,TV Appearance
8733,17868,event,Interview
8738,17871,event,Interview
8740,17872,event,Announcement
8742,17874,event,Announcement
8745,17875,event,Interview
8748,17876,event,Interview
8751,17878,event,Interview
8754,17879,event,Interview
8757,17880,event,Announcement
8759,17883,event,Announcement
8761,17884,event,Announcement
8771,17889,event,Book
8773,17892,event,Book
8776,17897,event,Announcement
8777,17897,event,Album Release
8781,17900,event,Interview
8783,17901,event,Film Appearance
8785,17903,event,Film Appearance
8788,17905,event,Interview
8790,17908,event,Film Appearance
8792,17910,event,Interview
8794,17912,event,Announcement
8797,17914,event,Interview
8799,17916,event,Film Appearance
8801,17918,event,Film Appearance
8803,17921,event,Film Appearance
8806,17925,event,Interview
8808,17926,event,Film Appearance
8815,17932,event,Interview
8820,17935,event,Interview
8823,17944,event,Other Awards
8827,17948,event,Announcement
8832,17952,event,Donation
8834,17957,event,Film Appearance
8836,17969,event,Film Appearance
8838,17971,event,TV Appearance
8839,17971,event,Hosts Show
8841,17993,event,TV Appearance
8843,18000,event,Film Appearance
8845,18001,event,Film Appearance
8847,18002,event,Film Appearance
8849,18003,event,Oscar
8852,18005,event,Film Appearance
8854,18006,event,Film Appearance
8856,18007,event,Film Appearance
8858,18009,event,TV Appearance
8859,18009,event,Cameo/Guest Appearance
8860,18009,event,Hosts Show
8862,18010,event,Marriage
8864,18012,event,Birth
8867,18017,event,Graduation
8869,18020,event,Announcement
8871,18023,event,TV Appearance
8873,18024,event,Attend Event - Photocall
8876,18029,event,Book
8879,18035,event,Interview
8880,18035,event,Magazine Cover
8883,18037,event,Interview
8885,18039,event,TV Appearance
8886,18039,event,Announcement
8890,18042,event,Announcement
8893,18043,event,Announcement
8896,18045,event,Announcement
8898,18046,event,Birth
8900,18048,event,Interview
8904,18051,event,Announcement
8908,18055,event,Marriage
8912,18064,event,Announcement
8914,18065,event,Announcement
8921,18075,event,Birth
8924,18077,event,Marriage
8926,18080,event,Announcement
8929,18083,event,Announcement
8932,18084,event,Announcement
8947,18128,event,Divorce
8957,18144,event,Film Appearance
8959,18146,event,Film Appearance
8961,18147,event,Film Appearance
8964,18149,event,Film Appearance
8969,18157,event,Marriage
8971,18159,event,Acquisition
8974,18161,event,Hire
8976,18163,event,Film Appearance
8980,18168,event,Film Appearance
8982,18169,event,TV Appearance
8989,18175,event,Book
8991,18176,event,Film Appearance
8996,18181,event,Announcement
9003,18194,event,Engagement
9019,18211,event,Announcement
9022,18217,event,Film Appearance
9025,18222,event,Film Appearance
9030,18230,event,Film Appearance
9039,18241,event,Film Appearance
9046,18247,event,Film Appearance
9049,18252,event,Makes Statement
9051,18255,event,Hosts Show
9053,18263,event,Film Appearance
9055,18265,event,Hosts Show
9058,18271,event,Marriage
9060,18282,event,Hosts Show
9063,18283,event,Divorce
9065,18290,event,Hosts Show
9067,18299,event,Announcement
9071,18305,event,Hired
9075,18310,event,Announcement
9076,18312,event,Death
9077,18312,event,Death Count
9085,18324,event,Announcement
9087,18325,event,Film Appearance
9089,18326,event,Film Appearance
9097,18341,event,Single Release
9100,18344,event,Single Release
9102,18347,event,Film Appearance
9104,18349,event,Film Appearance
9108,18353,event,Film Appearance
9110,18354,event,Film Appearance
9112,18356,event,Film Appearance
9114,18357,event,Film Appearance
9116,18358,event,Film Appearance
9118,18359,event,Film Appearance
9120,18360,event,Announcement
9122,18361,event,Film Appearance
9124,18362,event,Film Appearance
9126,18363,event,Film Appearance
9128,18364,event,TV Appearance
9130,18365,event,Film Appearance
9132,18366,event,Film Appearance
9134,18367,event,Film Appearance
9136,18368,event,Film Appearance
9138,18369,event,Film Appearance
9140,18370,event,Announcement
9142,18376,event,Birth
9147,18381,event,Grammy
9152,18387,event,TV Appearance
9154,18388,event,Film Appearance
9160,18395,event,Founding
9163,18400,event,Marriage
9166,18401,event,Marriage
9171,18407,event,Announcement
9177,18410,event,Film Appearance
9180,18411,event,Appearance Cancellation
9187,18415,event,Interview
9191,18416,event,Makes Statement
9195,18420,event,Marriage
9210,18429,event,Hired
9214,18450,event,Marriage
9217,18454,event,Announcement
9220,18455,event,Marriage
9223,18458,event,Marriage
9226,18460,event,Marriage
9233,18466,event,Marriage
9239,18475,event,Marriage
9242,18477,event,Marriage
9245,18479,event,Marriage
9248,18481,event,Marriage
9251,18483,event,Marriage
9254,18486,event,Marriage
9257,18487,event,Marriage
9260,18489,event,Marriage
9262,18492,event,Film Appearance
9264,18493,event,Film Appearance
9266,18494,event,Film Appearance
9268,18495,event,Film Appearance
9270,18496,event,Film Appearance
9275,18501,event,Announcement
9278,18502,event,Interview
9281,18503,event,Interview
9287,18510,event,Single Release
9291,18523,event,Interview
9295,18527,event,Interview
9299,18531,event,Interview
9306,18540,event,Apology
9322,18549,event,Magazine Cover
9327,18561,event,Judgement
9329,18562,event,Files Suit
9345,18590,event,Announcement
9347,18591,event,Interview
9350,18593,event,TV Appearance
9351,18593,event,Interview
9356,18597,event,Interview
9360,18600,event,TV Appearance
9364,18606,event,Interview
9369,18609,event,Casting
9371,18610,event,Interview
9376,18613,event,Interview
9379,18614,event,Interview
9382,18616,event,Interview
9387,18618,event,TV Appearance
9390,18619,event,Interview
9392,18620,event,Interview
9395,18622,event,Interview
9397,18623,event,TV Appearance
9399,18624,event,Interview
9402,18626,event,Interview
9405,18627,event,Interview
9408,18628,event,Interview
9411,18629,event,Interview
9413,18631,event,TV Appearance
9416,18632,event,Interview
9419,18633,event,Interview
9421,18634,event,Interview
9424,18635,event,Interview
9427,18636,event,Interview
9432,18639,event,Interview
9435,18641,event,Interview
9439,18642,event,Interview
9442,18644,event,Interview
9445,18645,event,Announcement
9451,18657,event,Interview
9456,18662,event,Interview
9459,18666,event,Nomination
9465,18669,event,Birth
9468,18670,event,Interview
9477,18679,event,Interview
9482,18681,event,Interview
9486,18683,event,Interview
9490,18685,event,Gives Talk
9495,18688,event,Gives Talk
9499,18692,event,Gives Talk
9504,18695,event,Gives Talk
9508,18696,event,Interview
9512,18698,event,Gives Talk
9515,18700,event,Interview
9518,18702,event,Gives Talk
9521,18706,event,Gives Talk
9526,18711,event,Interview
9529,18712,event,Engagement
9534,18715,event,Music Performance
9535,18715,event,TV Appearance
9538,18717,event,Music Performance
9539,18717,event,TV Appearance
9541,18718,event,Accusation
9543,18720,event,Music Performance
9544,18720,event,TV Appearance
9547,18721,event,Gives Talk
9549,18722,event,Announcement
9551,18723,event,Music Performance
9552,18723,event,TV Appearance
9554,18724,event,Donation
9556,18725,event,Music Performance
9557,18725,event,TV Appearance
9560,18726,event,Gives Talk
9562,18730,event,Announcement
9565,18738,event,Gives Talk
9568,18739,event,Divorce
9571,18740,event,Gives Talk
9574,18741,event,Gives Talk
9577,18743,event,Gives Talk
9581,18745,event,Gives Talk
9587,18750,event,Gives Talk
9589,18753,event,Music Performance
9590,18753,event,TV Appearance
9592,18755,event,Music Performance
9593,18755,event,TV Appearance
9600,18761,event,Music Performance
9601,18761,event,TV Appearance
9603,18763,event,Music Performance
9604,18763,event,TV Appearance
9606,18764,event,Directs
9611,18769,event,Music Performance
9612,18769,event,TV Appearance
9614,18770,event,Directs
9616,18772,event,Music Performance
9617,18772,event,TV Appearance
9619,18773,event,Music Performance
9620,18773,event,TV Appearance
9624,18775,event,Music Performance
9625,18775,event,TV Appearance
9627,18776,event,Announcement
9629,18777,event,Music Performance
9630,18777,event,TV Appearance
9633,18778,event,Announcement
9636,18779,event,Music Performance
9637,18779,event,TV Appearance
9639,18780,event,Directs
9642,18781,event,Music Performance
9643,18781,event,TV Appearance
9646,18782,event,Music Performance
9647,18782,event,TV Appearance
9650,18784,event,Directs
9653,18786,event,Directs
9655,18790,event,Casting
9657,18791,event,Interview
9659,18794,event,Film Appearance
9663,18796,event,Directs
9665,18799,event,Hosts Show
9671,18814,event,Casting
9673,18816,event,Birth
9675,18818,event,Film Appearance
9677,18821,event,Film Appearance
9681,18866,event,Film Appearance
9683,18878,event,Death
9684,18881,event,Death
9691,18902,event,Announcement
9693,18903,event,Makes Statement
9695,18930,event,Announcement
9698,18936,event,Announcement
9699,18936,event,Album Release
9701,18941,event,Pregnancy
9703,18944,event,Announcement
9706,18946,event,Announcement
9709,18959,event,Announcement
9712,18961,event,Interview
9714,18966,event,Music Performance
9715,18966,event,TV Appearance
9718,18972,event,Music Performance
9719,18972,event,TV Appearance
9723,18974,event,Music Performance
9724,18974,event,TV Appearance
9727,18979,event,Music Performance
9728,18979,event,TV Appearance
9729,18979,event,Play/Show Appearance
9733,18982,event,Music Performance
9734,18982,event,TV Appearance
9737,18984,event,Makes Statement
9740,18985,event,Interview
9743,18991,event,Music Performance
9744,18991,event,TV Appearance
9747,18993,event,Music Performance
9748,18993,event,TV Appearance
9751,18995,event,Music Performance
9752,18995,event,TV Appearance
9755,18996,event,Announcement
9757,18999,event,Donation
9760,19000,event,Music Performance
9761,19000,event,TV Appearance
9764,19002,event,Music Performance
9765,19002,event,TV Appearance
9766,19002,event,Play/Show Appearance
9769,19003,event,Interview
9771,19004,event,Music Performance
9772,19004,event,TV Appearance
9773,19004,event,Play/Show Appearance
9776,19005,event,Music Performance
9777,19005,event,TV Appearance
9779,19006,event,Interview
9784,19011,event,Marriage
9788,19019,event,Hosts Show
9791,19048,event,Divorce
9793,19049,event,Film Appearance
9795,19051,event,Film Appearance
9799,19056,event,TV Appearance
9801,19058,event,Film Appearance
9803,19060,event,Film Appearance
9806,19064,event,Gives Talk
9810,19066,event,Gives Talk
9813,19067,event,Gives Talk
9816,19069,event,Gives Talk
9818,19070,event,Film Appearance
9821,19073,event,Gives Talk
9824,19074,event,Gives Talk
9827,19075,event,Gives Talk
9830,19077,event,Gives Talk
9833,19080,event,Gives Talk
9836,19081,event,Gives Talk
9841,19084,event,Gives Talk
9844,19086,event,Gives Talk
9850,19096,event,Fired
9852,19098,event,Announcement
9859,19104,event,Skit
9862,19109,event,Birth
9865,19111,event,Casting
9867,19113,event,Announcement
9876,19128,event,Music Performance
9877,19128,event,TV Appearance
9879,19129,event,Music Performance
9880,19129,event,TV Appearance
9883,19131,event,Music Performance
9884,19131,event,TV Appearance
9886,19132,event,Music Performance
9887,19132,event,TV Appearance
9890,19134,event,Announcement
9892,19138,event,Other Awards
9896,19139,event,Music Performance
9897,19139,event,TV Appearance
9899,19140,event,Announcement
9902,19141,event,Music Performance
9903,19141,event,TV Appearance
9906,19149,event,Music Performance
9907,19149,event,TV Appearance
9910,19152,event,Music Performance
9911,19152,event,TV Appearance
9917,19155,event,Music Performance
9918,19155,event,TV Appearance
9922,19165,event,Announcement
9924,19167,event,Birth
9926,19169,event,Arrest
9937,19177,event,Birth
9939,19179,event,Death
9943,19201,event,Birth
9945,19217,event,Birth
9947,19226,event,Birth
9959,19277,event,Announcement
9967,19286,event,Gives Talk
9970,19287,event,Gives Talk
9973,19290,event,Death
9975,19291,event,Announcement
9977,19292,event,Announcement
9978,19293,event,Death
9979,19293,event,Death Count
9983,19296,event,Marriage
9986,19298,event,Marriage
9988,19299,event,Announcement
9989,19300,event,Death
9990,19300,event,Death Count
9994,19303,event,Interview
9996,19306,event,Death Count
9998,19308,event,Birth
10002,19323,event,Music Performance
10003,19323,event,TV Appearance
10005,19326,event,Birth
10011,19328,event,Interview
10016,19332,event,Divorce
10018,19334,event,Music Performance
10019,19334,event,TV Appearance
10022,19336,event,Interview
10026,19343,event,Other Awards
10031,19346,event,Gives Talk
10040,19356,event,Apology
10042,19362,event,Single Release
10055,19369,event,Hired
10058,19371,event,Film Appearance
10061,19375,event,Gives Talk
10064,19376,event,Interview
10067,19377,event,Gives Talk
10070,19378,event,Gives Talk
10072,19379,event,Oscar
10075,19383,event,Gives Talk
10078,19392,event,Gives Talk
10081,19394,event,Gives Talk
10084,19397,event,Gives Talk
10087,19398,event,Gives Talk
10090,19399,event,Gives Talk
10092,19400,event,Film Appearance
10094,19402,event,Film Appearance
10096,19405,event,Film Appearance
10106,19421,event,Makes Statement
10108,19422,event,Film Appearance
10110,19423,event,Film Appearance
10114,19424,event,Interview
10117,19425,event,Interview
10120,19426,event,Interview
10123,19427,event,Interview
10126,19428,event,Interview
10129,19429,event,Music Performance
10130,19429,event,TV Appearance
10133,19432,event,Interview
10135,19433,event,Interview
10138,19434,event,Interview
10141,19435,event,Interview
10146,19447,event,Announcement
10148,19448,event,Announcement
10151,19450,event,Film Appearance
10153,19451,event,Film Appearance
10155,19455,event,Death Count
10157,19456,event,Film Appearance
10159,19458,event,Film Appearance
10161,19461,event,Film Appearance
10163,19463,event,Film Appearance
10167,19469,event,Film Appearance
10172,19475,event,Announcement
10201,19520,event,Makes Statement
10207,19524,event,Film Appearance
10209,19525,event,Film Appearance
10211,19528,event,Film Appearance
10215,19531,event,Film Appearance
10218,19544,event,Film Appearance
10220,19545,event,Film Appearance
10223,19549,event,Single Release
10226,19555,event,Single Release
10228,19556,event,Single Release
10230,19558,event,Single Release
10233,19560,event,Film Appearance
10236,19563,event,Single Release
10238,19565,event,Film Appearance
10240,19568,event,Trial
10245,19570,event,Music Performance
10246,19570,event,TV Appearance
10250,19574,event,Interview
10252,19575,event,Music Performance
10253,19575,event,TV Appearance
10257,19579,event,Music Performance
10258,19579,event,TV Appearance
10260,19580,event,Music Performance
10261,19580,event,TV Appearance
10265,19589,event,Film Appearance
10267,19595,event,Judgement
10271,19600,event,Single Release
10276,19614,event,Announcement
10280,19622,event,Interview
10284,19628,event,Interview
10286,19629,event,Interview
10289,19630,event,Interview
10292,19631,event,Interview
10295,19648,event,Film Appearance
10322,19693,event,Film Appearance
10327,19702,event,Acquisition
10329,19703,event,Announcement
10331,19704,event,Film Appearance
10335,19709,event,Film Appearance
10339,19710,event,Skit
10341,19711,event,Film Appearance
10343,19714,event,Interview
10345,19715,event,Announcement
10347,19716,event,Birth
10350,19719,event,Attends College
10351,19719,event,Graduation
10353,19721,event,Birth
10355,19725,event,Announcement
10358,19729,event,Marriage
10360,19732,event,Birth
10364,19741,event,Announcement
10368,19751,event,Music Performance
10369,19751,event,TV Appearance
10377,19771,event,Interview
10379,19773,event,Announcement
10384,19779,event,Announcement
10386,19780,event,Single Release
10388,19786,event,Film Appearance
10401,19795,event,Music Performance
10402,19795,event,TV Appearance
10408,19801,event,Music Performance
10409,19801,event,TV Appearance
10412,19802,event,Interview
10415,19803,event,Interview
10417,19804,event,Home purchase/sale
10420,19805,event,Interview
10422,19806,event,Announcement
10424,19807,event,Interview
10427,19808,event,Interview
10432,19811,event,Interview
10434,19812,event,Film Appearance
10437,19815,event,Birth
10441,19817,event,Interview
10443,19818,event,Arrest
10446,19819,event,Announcement
10449,19821,event,Interview
10452,19822,event,Interview
10455,19823,event,Interview
10458,19825,event,Interview
10461,19827,event,Interview
10464,19829,event,Single Release
10467,19830,event,Interview
10470,19833,event,Interview
10472,19834,event,Other Awards
10475,19835,event,Interview
10478,19839,event,Interview
10481,19841,event,Interview
10484,19846,event,Standup
10486,19850,event,Film Appearance
10489,19853,event,Interview
10492,19854,event,Interview
10494,19855,event,Film Appearance
10497,19860,event,Interview
10501,19870,event,Film Appearance
10508,19877,event,Interview
10514,19888,event,Interview
10519,19894,event,Interview
10522,19896,event,Interview
10525,19899,event,Interview
10528,19900,event,Interview
10531,19901,event,Interview
10534,19902,event,Interview
10537,19903,event,Interview
10540,19904,event,Interview
10543,19905,event,Interview
10563,19925,event,Announcement
10572,19933,event,Apology
10580,19946,event,Announcement
10594,19961,event,Death
10595,19961,event,Injury
10596,19961,event,Death Count
10600,19964,event,Announcement
10607,19968,event,Home purchase/sale
10617,19982,event,Other Awards
10621,19983,event,Interview
10625,19986,event,Interview
10629,19988,event,Music Performance
10630,19988,event,TV Appearance
